Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,HCPCS_Cd,HCPCS_Desc,HCPCS_Drug_Ind,Place_Of_Srvc,Tot_Rndrng_Prvdrs,Tot_Benes,Tot_Srvcs,Tot_Bene_Day_Srvcs,Avg_Sbmtd_Chrg,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Avg_Mdcr_Stdzd_Amt
National,,National,J2597,"Injection, desmopressin acetate, per 1 mcg",Y,O,174,158,6573.0,277,29.887214362,6.8381408794,5.2810071505,5.3731644607
National,,National,J2675,"Injection, progesterone, per 50 mg",Y,O,30,138,840.0,840,15.308571429,0.922952381,0.666797619,0.6695595238
National,,National,J2680,"Injection, fluphenazine decanoate, up to 25 mg",Y,O,235,253,2788.0,1813,19.932919656,7.6763450502,5.3154088953,5.4290494978
National,,National,J2704,"Injection, propofol, 10 mg",Y,F,15,104,1180.0,114,5.1300847458,0.1050762712,0.0827542373,0.0827542373
National,,National,J2704,"Injection, propofol, 10 mg",Y,O,873,37473,980396.9,51603,9.9469541366,0.1133827127,0.0867695624,0.0874915149
National,,National,J2720,"Injection, protamine sulfate, per 10 mg",Y,O,84,671,2301.0,829,9.8476140808,0.8968274663,0.7076314646,0.7083224685
National,,National,J2760,"Injection, phentolamine mesylate, up to 5 mg",Y,O,128,655,829.0,752,283.04431846,224.51074789,176.81261761,178.70448733
National,,National,J2765,"Injection, metoclopramide hcl, up to 10 mg",Y,O,1092,1863,3869.0,3268,14.336614112,1.0729956061,0.8324967692,0.8603825278
National,,National,J2777,"Injection, faricimab-svoa, 0.1 mg",Y,F,12,168,34032.0,475,83.786118653,36.12966796,28.746684591,28.92863834
National,,National,J2777,"Injection, faricimab-svoa, 0.1 mg",Y,O,3187,109003,34474070.5,495039,66.110294673,36.312188248,28.893768584,29.009843765
National,,National,J2778,"Injection, ranibizumab, 0.1 mg",Y,F,11,77,1913.0,336,460.41915839,223.51090957,176.9525196,176.95252483
National,,National,J2778,"Injection, ranibizumab, 0.1 mg",Y,O,2596,69979,1649839.5,297499,663.67335526,228.03629492,180.8629791,181.72759459
National,,National,J2779,"Injection, ranibizumab, via intravitreal implant (susvimo), 0.1 mg",Y,O,65,147,20549.0,214,130.55059614,80.087394034,63.834192905,64.004663974
National,,National,J2780,"Injection, ranitidine hydrochloride, 25 mg",N,O,3,33,372.0,277,11.502043011,10.956532258,8.7032258065,8.7032258065
National,,National,J2781,"Injection, pegcetacoplan, intravitreal, 1 mg",Y,F,3,21,690.0,35,372.9,151.06384058,120.35984058,120.35984058
National,,National,J2781,"Injection, pegcetacoplan, intravitreal, 1 mg",Y,O,1418,17176,501009.0,28286,297.16097457,150.51057785,119.91942213,120.02498516
National,,National,J2783,"Injection, rasburicase, 0.5 mg",Y,O,568,805,22280.0,1240,724.45580431,341.2952114,271.93235323,273.90441293
National,,National,J2785,"Injection, regadenoson, 0.1 mg",Y,O,9511,558009,2228526.0,562754,150.45718658,53.368376411,42.359681049,42.75524737
National,,National,J2786,"Injection, reslizumab, 1 mg",Y,O,285,187,517969.0,1730,26.296707506,9.9207536165,7.8874287071,7.9464590352
National,,National,J2787,"Riboflavin 5'-phosphate, ophthalmic solution, up to 3 ml",N,O,28,33,74.0,38,3449.4864865,1464.7509459,1168.52,1304.9059459
National,,National,J2788,"Injection, rho d immune globulin, human, minidose, 50 micrograms (250 i.u.)",Y,O,2,13,13.0,13,115.38538462,22.535384615,17.954615385,17.954615385
National,,National,J2790,"Injection, rho d immune globulin, human, full dose, 300 micrograms (1500 i.u.)",Y,O,177,173,182.0,182,210.08505495,75.61989011,52.877692308,55.389065934
National,,National,J2791,"Injection, rho(d) immune globulin (human), (rhophylac), intramuscular or intravenous, 100 iu",Y,O,38,37,529.0,39,18.829206049,4.7306049149,3.4388657845,3.552778828
National,,National,J2794,"Injection, risperidone (risperdal consta), 0.5 mg",Y,O,213,122,66929.0,1316,23.39257422,10.396737289,8.2059706555,8.2063842281
National,,National,J2795,"Injection, ropivacaine hydrochloride, 1 mg",Y,O,884,17396,729340.0,26508,2.4367932103,0.0718312584,0.0553518386,0.0558552938
National,,National,J2796,"Injection, romiplostim, 10 micrograms",Y,O,2558,2301,1547703.5,43021,197.96845969,91.2969063,72.751887219,72.687443499
National,,National,J2798,"Injection, risperidone, (perseris), 0.5 mg",Y,O,19,21,6273.0,52,0.9213040013,0.4781125458,0.3795201658,0.3795201658
National,,National,J2800,"Injection, methocarbamol, up to 10 ml",Y,O,123,719,1526.0,1396,54.965648755,5.709102228,4.318768021,4.4772542595
National,,National,J2805,"Injection, sincalide, 5 micrograms",Y,O,811,4153,4191.0,4160,208.8651372,116.11153185,91.80342639,93.193228346
National,,National,J2820,"Injection, sargramostim (gm-csf), 50 mcg",Y,O,93,204,30580.0,3308,124.04706344,55.728328973,44.56209843,44.305997711
National,,National,J2850,"Injection, secretin, synthetic, human, 1 microgram",N,O,33,37,598.0,40,105.34280936,27.893946488,22.224397993,22.974347826
National,,National,J2860,"Injection, siltuximab, 10 mg",Y,O,75,23,23616.0,239,289.43476457,137.88300305,110.19960408,108.36177295
National,,National,J2916,"Injection, sodium ferric gluconate complex in sucrose injection, 12.5 mg",Y,O,736,2190,120472.0,13414,14.502326848,2.0692545156,1.6081901189,1.6235467993
National,,National,J2920,"Injection, methylprednisolone sodium succinate, up to 40 mg",Y,F,13,30,43.0,30,5.4546511628,3.7537209302,2.8420930233,2.8420930233
National,,National,J2920,"Injection, methylprednisolone sodium succinate, up to 40 mg",Y,O,9101,40336,118760.5,85352,15.035987471,3.8550586264,2.9698125218,3.0101722374
National,,National,J2930,"Injection, methylprednisolone sodium succinate, up to 125 mg",Y,F,14,240,295.0,295,19.278372881,5.4668135593,3.8018644068,3.8212881356
National,,National,J2930,"Injection, methylprednisolone sodium succinate, up to 125 mg",Y,O,24765,103576,273012.8,193163,22.366562154,5.3676753251,4.0733085042,4.1334257222
National,,National,J2997,"Injection, alteplase recombinant, 1 mg",Y,F,91,1606,5898.0,2356,288.93376907,86.874472703,69.319621906,69.513809766
National,,National,J2997,"Injection, alteplase recombinant, 1 mg",Y,O,3640,11008,37733.0,17797,207.62421859,86.094615854,67.801489147,68.504086344
National,,National,J3000,"Injection, streptomycin, up to 1 gm",Y,O,5,11,14.0,13,178.85357143,25.751428571,20.518571429,20.518571429
National,,National,J3010,"Injection, fentanyl citrate, 0.1 mg",Y,F,16,38,54.0,52,6.5483333333,0.69,0.5368518519,0.5368518519
National,,National,J3010,"Injection, fentanyl citrate, 0.1 mg",Y,O,2147,45252,236278.6,64452,7.5639045178,0.8744111401,0.6873562819,0.6937396785
National,,National,J3032,"Injection, eptinezumab-jjmr, 1 mg",Y,O,1328,2951,1634457.0,7570,45.584962088,16.318824417,12.979204818,13.478335765
National,,National,J3095,"Injection, telavancin, 10 mg",Y,O,55,142,209129.0,2799,23.782275055,6.8732166271,5.4732090241,5.4733352142
National,,National,J3105,"Injection, terbutaline sulfate, up to 1 mg",Y,O,15,41,59.0,51,24.34440678,2.6289830508,2.0238983051,2.0740677966
National,,National,J3111,"Injection, romosozumab-aqqg, 1 mg",Y,O,5980,28185,31497390.8,151699,20.967287641,9.9182076463,7.872856445,7.9118593741
National,,National,J3121,"Injection, testosterone enanthate, 1 mg",Y,O,251,560,623891.8,4306,0.5106230119,0.0457427073,0.0334208592,0.0335094002
National,,National,J3145,"Injection, testosterone undecanoate, 1 mg",Y,O,1081,3575,9784780.0,13687,3.6580290799,1.7701590746,1.4077312121,1.3795635477
National,,National,J3230,"Injection, chlorpromazine hcl, up to 50 mg",Y,O,15,15,17.0,17,56.261176471,23.085882353,17.231764706,21.461176471
National,,National,J3240,"Injection, thyrotropin alpha, 0.9 mg, provided in 1.1 mg vial",Y,O,465,622,1260.0,1257,3836.8130794,1838.6159762,1459.4985317,1475.2960794
National,,National,J3241,"Injection, teprotumumab-trbw, 10 mg",Y,O,624,757,620409.0,3872,534.86525855,313.87721329,250.05793804,251.11207433
National,,National,J3243,"Injection, tigecycline, 1 mg",Y,O,51,49,74306.0,1294,4.1493661346,0.6573251151,0.5201623018,0.5201623018
National,,National,J3245,"Injection, tildrakizumab, 1 mg",Y,O,2056,6502,2117902.0,21290,301.08224449,137.3115873,109.29240651,109.45338603
National,,National,J3250,"Injection, trimethobenzamide hcl, up to 200 mg",Y,O,114,438,1491.0,1443,48.535794769,39.238450704,29.864138162,29.955915493
National,,National,J3260,"Injection, tobramycin sulfate, up to 80 mg",Y,O,857,8508,21795.5,14208,20.421464981,2.5074134569,1.93638641,1.959562295
National,,National,J3262,"Injection, tocilizumab, 1 mg",Y,O,3507,12895,51256320.5,98334,11.099453631,5.8071232833,4.6170655484,4.672591785
National,,National,J3299,"Injection, triamcinolone acetonide (xipere), 1 mg",Y,O,268,847,40182.0,1216,132.96847494,46.88639789,37.331531532,37.403107113
National,,National,J3300,"Injection, triamcinolone acetonide, preservative free, 1 mg",Y,F,4,30,603.0,31,27.326699834,4.1733167496,3.3249917081,3.3249917081
National,,National,J3300,"Injection, triamcinolone acetonide, preservative free, 1 mg",Y,O,1109,19711,1202104.5,37249,8.7956411194,3.9719433211,3.1340921359,3.1553555535
National,,National,J3301,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",Y,F,308,3033,30835.0,4944,43.641626399,1.058566564,0.837832982,0.8440291876
National,,National,J3301,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",Y,O,105363,2198857,17359010.0,3625166,9.8297044422,1.0614415425,0.7952147507,0.8031706566
National,,National,J3303,"Injection, triamcinolone hexacetonide, per 5 mg",N,O,14,19,101.0,19,12.147326733,5.2731683168,3.9013861386,3.9013861386
National,,National,J3304,"Injection, triamcinolone acetonide, preservative-free, extended-release, microsphere formulation, 1 mg",Y,F,8,27,1485.0,41,43.214249158,16.051420875,12.80156229,13.524215488
National,,National,J3304,"Injection, triamcinolone acetonide, preservative-free, extended-release, microsphere formulation, 1 mg",Y,O,5159,49593,3429690.2,83759,45.521497443,16.62656102,13.118802964,13.19348922
National,,National,J3315,"Injection, triptorelin pamoate, 3.75 mg",Y,O,694,2553,19652.0,6396,1092.6844087,368.98140037,291.03954305,293.30593629
National,,National,J3357,"Ustekinumab, for subcutaneous injection, 1 mg",Y,O,153,159,16760.0,390,363.65455251,113.16691945,90.127672434,94.141629475
National,,National,J3358,"Ustekinumab, for intravenous injection, 1 mg",Y,O,988,1291,540523.0,1401,32.353258289,11.819271983,9.4079540001,9.6088991773
National,,National,J3360,"Injection, diazepam, up to 5 mg",Y,F,5,79,87.0,87,21.0,7.4227586207,5.9136781609,5.9955172414
National,,National,J3360,"Injection, diazepam, up to 5 mg",Y,O,255,1168,2982.0,2134,23.065100604,6.794564051,5.2371327968,5.2680751174
National,,National,J3370,"Injection, vancomycin hcl, 500 mg",Y,O,2285,4446,60627.5,21091,28.578424807,2.3786027793,1.8883254299,1.9088771597
National,,National,J3371,"Injection, vancomycin hcl (mylan) not therapeutically equivalent to j3370, 500 mg",Y,O,10,14,41.0,14,21.252195122,6.2573170732,4.9853658537,4.9853658537
National,,National,J3380,"Injection, vedolizumab, 1 mg",Y,O,5417,10546,18063159.0,60572,51.194085063,21.456239179,17.067374139,17.283724603
National,,National,J3385,"Injection, velaglucerase alfa, 100 units",Y,O,119,44,34285.0,927,817.91450576,351.95088406,280.32715648,280.32717311
National,,National,J3396,"Injection, verteporfin, 0.1 mg",Y,O,345,816,132481.0,1077,19.336354496,11.001106574,8.7636670919,8.8470356504
National,,National,J3410,"Injection, hydroxyzine hcl, up to 25 mg",Y,O,166,462,1156.0,703,26.334048443,11.547387543,8.7168425606,8.7775865052
National,,National,J3411,"Injection, thiamine hcl, 100 mg",Y,O,491,5269,126538.0,45482,30.407108299,2.4803675576,1.9541768481,1.9571158861
National,,National,J3415,"Injection, pyridoxine hcl, 100 mg",Y,O,314,6341,152258.0,60751,38.106812975,11.122423912,8.7334899972,8.739839483
National,,National,J3420,"Injection, vitamin b-12 cyanocobalamin, up to 1000 mcg",Y,F,18,27,27.0,27,29.824074074,1.4011111111,0.9944444444,1.042962963
National,,National,J3420,"Injection, vitamin b-12 cyanocobalamin, up to 1000 mcg",Y,O,84588,393339,1644814.0,1644572,13.819808307,1.5220081298,1.0671069556,1.0739639376
National,,National,J3430,"Injection, phytonadione (vitamin k), per 1 mg",Y,O,208,288,2961.0,719,10.711303614,2.6730395137,2.0283147585,2.0307463695
National,,National,J3465,"Injection, voriconazole, 10 mg",Y,O,61,61,964.3,188,25.754246604,1.0672508555,0.8504407342,0.8519444156
National,,National,J3470,"Injection, hyaluronidase, up to 150 units",N,O,33,98,136.0,120,158.79073529,55.725955882,43.938970588,43.938970588
National,,National,J3471,"Injection, hyaluronidase, ovine, preservative free, per 1 usp unit (up to 999 usp units)",Y,O,10,38,9411.0,42,2.7475911168,0.4808543194,0.3831218787,0.3831218787
National,,National,J3473,"Injection, hyaluronidase, recombinant, 1 usp unit",Y,O,89,387,118692.0,478,1.6472992283,0.3336971321,0.2659626597,0.2855300273
National,,National,J3475,"Injection, magnesium sulfate, per 500 mg",Y,O,5342,21147,457351.2,121872,6.4033465529,0.7614208512,0.601070534,0.6072566553
National,,National,J3480,"Injection, potassium chloride, per 2 meq",Y,O,3919,12690,420062.5,43982,2.7257285523,0.1135303675,0.0898688648,0.0906376551
National,,National,J3489,"Injection, zoledronic acid, 1 mg",Y,O,9514,90677,619107.0,139365,179.33138491,8.5802877532,6.2821065179,6.3298068993
National,,National,J3490,Unclassified drugs,N,F,7,22,31.0,31,3664.0322581,1495.3493548,1191.4148387,1191.4148387
National,,National,J3490,Unclassified drugs,N,O,10270,85305,618722.2,318368,626.02191851,272.74703006,217.01875701,217.37629275
National,,National,J3590,Unclassified biologics,N,O,2066,37371,236032.8,112297,670.89636241,278.16281716,220.69956938,220.98265995
National,,National,J7030,"Infusion, normal saline solution , 1000 cc",Y,O,14625,85148,286431.0,266166,18.772347965,2.5121834927,1.9637726014,1.9805367087
National,,National,J7040,"Infusion, normal saline solution, sterile (500 ml = 1 unit)",Y,O,8411,55497,207690.2,176002,17.640321402,1.2512990021,0.9831510105,0.9904384993
National,,National,J7042,5% dextrose/normal saline (500 ml = 1 unit),Y,O,905,2679,18413.0,9272,28.344569598,1.1064639114,0.8740188997,0.8768326726
National,,National,J7050,"Infusion, normal saline solution, 250 cc",Y,O,7181,96612,518411.4,356370,15.962334702,0.6342770047,0.5012113352,0.5043156458
National,,National,J7060,5% dextrose/water (500 ml = 1 unit),Y,O,1176,3809,28905.0,20460,18.448754887,1.6690877011,1.3216204809,1.3300640028
National,,National,J7070,"Infusion, d5w, 1000 cc",Y,O,187,484,1937.0,1764,19.603061435,3.3496179659,2.6486577181,2.6580795044
National,,National,J7120,"Ringers lactate infusion, up to 1000 cc",Y,O,2056,9990,22325.5,19905,24.268372041,2.4057154375,1.840827753,1.8657983024
National,,National,J7121,"5% dextrose in lactated ringers infusion, up to 1000 cc",N,O,77,111,272.0,216,33.914779412,4.3248161765,3.3990441176,3.3993382353
National,,National,J7131,"Hypertonic saline solution, 1 ml",N,O,20,33,160.0,49,11.68725,5.7748125,4.601125,4.601125
National,,National,J7170,"Injection, emicizumab-kxwh, 0.5 mg",Y,O,137,412,4181267.0,4365,76.401794798,51.745356702,41.236786806,41.687871387
National,,National,J7179,"Injection, von willebrand factor (recombinant), (vonvendi), 1 i.u. vwf:rco",Y,O,24,33,6174449.0,222,2.9196753637,1.8552489639,1.4779880844,1.4779880942
National,,National,J7182,"Injection, factor viii, (antihemophilic factor, recombinant), (novoeight), per iu",Y,O,22,19,1900554.0,55,1.6155273936,1.2120990301,0.9652878897,0.9652878897
National,,National,J7183,"Injection, von willebrand factor complex (human), wilate, 1 i.u. vwf:rco",Y,O,28,32,2606068.0,131,2.1861435695,1.3589450199,1.0825293776,1.0825293814
National,,National,J7185,"Injection, factor viii (antihemophilic factor, recombinant) (xyntha), per i.u.",Y,O,37,47,4098341.0,201,3.0074313387,1.8849585137,1.5011261093,1.5011261118
National,,National,J7186,"Injection, antihemophilic factor viii/von willebrand factor complex (human), per factor viii i.u.",Y,O,23,24,2582424.0,139,2.6035096522,1.4036203853,1.118081566,1.1180815737
National,,National,J7187,"Injection, von willebrand factor complex (humate-p), per iu vwf:rco",Y,O,87,149,15260052.0,579,2.6655718755,1.5634734547,1.2454764951,1.2460279107
National,,National,J7189,"Factor viia (antihemophilic factor, recombinant), (novoseven rt), 1 microgram",Y,O,48,80,23115164.0,271,3.2407595529,2.3581051019,1.8788025441,1.8854607746
National,,National,J7190,"Factor viii (antihemophilic factor, human) per i.u.",Y,O,29,49,9863846.0,775,2.4308017471,1.4428574595,1.1493328343,1.1493328383
National,,National,J7192,"Factor viii (antihemophilic factor, recombinant) per i.u., not otherwise specified",Y,O,127,368,35099681.8,1646,3.2424526344,1.7820363528,1.419417672,1.4231710796
National,,National,J7193,"Factor ix (antihemophilic factor, purified, non-recombinant) per i.u.",Y,O,13,14,2357383.0,72,2.3920840865,1.2971286677,1.0335563759,1.0334372947
National,,National,J7195,"Injection, factor ix (antihemophilic factor, recombinant) per iu, not otherwise specified",Y,O,78,145,20268023.0,611,2.5398377449,1.7915718144,1.4272040879,1.4272040968
National,,National,J7199,"Hemophilia clotting factor, not otherwise classified",N,O,20,26,763657.0,72,9.5966548594,7.3022533939,5.8177560475,5.8177560475
National,,National,J7201,"Injection, factor ix, fc fusion protein, (recombinant), alprolix, 1 i.u.",Y,O,53,78,16023959.0,741,5.8106249386,3.8606391947,3.0757047762,3.0765596267
National,,National,J7202,"Injection, factor ix, albumin fusion protein, (recombinant), idelvion, 1 i.u.",Y,O,44,76,9132437.0,738,8.6888145869,6.0304150239,4.8041133402,4.8254744796
National,,National,J7203,"Injection factor ix, (antihemophilic factor, recombinant), glycopegylated, (rebinyn), 1 iu",Y,O,8,11,1127356.0,60,7.3432108048,4.8041198344,3.827513066,3.827513066
National,,National,J7204,"Injection, factor viii, antihemophilic factor (recombinant), (esperoct), glycopegylated-exei, per iu",Y,O,12,14,2044235.0,146,4.3400765323,3.3726818443,2.6866764242,2.6866764291
National,,National,J7205,"Injection, factor viii fc fusion protein (recombinant), per iu",Y,O,60,104,16740828.0,651,3.709535741,2.3654679553,1.8842660154,1.8842660214
National,,National,J7207,"Injection, factor viii, (antihemophilic factor, recombinant), pegylated, 1 i.u.",Y,O,35,51,6581710.0,279,4.6378302022,2.4047407482,1.9154945797,1.9154946009
National,,National,J7208,"Injection, factor viii, (antihemophilic factor, recombinant), pegylated-aucl, (jivi), 1 i.u.",Y,O,27,34,6989446.0,305,4.3340961544,2.7193312474,2.1663293557,2.1663293901
National,,National,J7209,"Injection, factor viii, (antihemophilic factor, recombinant), (nuwiq), 1 i.u.",Y,O,45,57,10995154.0,412,2.9308125352,1.6235149276,1.2932273427,1.2932273482
National,,National,J7211,"Injection, factor viii, (antihemophilic factor, recombinant), (kovaltry), 1 i.u.",Y,O,49,75,5326812.0,361,5.0188890935,2.0207412895,1.6094690333,1.6102654665
National,,National,J7214,"Injection, factor viii/von willebrand factor complex, recombinant (altuviiio), per factor viii i.u.",Y,O,38,47,1941302.0,134,8.4182257835,5.4469062207,4.3397951375,4.3397951426
National,,National,J7308,"Aminolevulinic acid hcl for topical administration, 20%, single unit dosage form (354 mg)",Y,F,1,12,12.0,12,1123.9391667,384.63333333,305.78333333,305.78333333
National,,National,J7308,"Aminolevulinic acid hcl for topical administration, 20%, single unit dosage form (354 mg)",Y,O,5532,60750,99082.0,89097,667.82916655,382.87833047,300.70451182,302.26132567
National,,National,J7312,"Injection, dexamethasone, intravitreal implant, 0.1 mg",Y,F,19,39,305.0,47,627.10737705,198.66898361,158.28878689,158.4215082
National,,National,J7312,"Injection, dexamethasone, intravitreal implant, 0.1 mg",Y,O,2177,15302,240677.4,32720,362.52836469,196.18617697,155.85514681,157.93401441
National,,National,J7313,"Injection, fluocinolone acetonide, intravitreal implant (iluvien), 0.01 mg",Y,O,408,867,20454.0,1025,860.64004107,475.26458346,378.72543463,386.15227486
National,,National,J7314,"Injection, fluocinolone acetonide, intravitreal implant (yutiq), 0.01 mg",Y,O,396,884,19290.0,1030,900.59215241,510.89480871,407.07916848,413.57356039
National,,National,J7315,"Mitomycin, ophthalmic, 0.2 mg",N,O,8,14,17.0,17,282.17647059,265.26882353,211.35235294,211.35235294
National,,National,J7318,"Hyaluronan or derivative, durolane, for intra-articular injection, 1 mg",Y,F,14,15,1142.0,15,35.966112084,5.5464360771,4.3065323993,4.6621190893
National,,National,J7318,"Hyaluronan or derivative, durolane, for intra-articular injection, 1 mg",Y,O,6752,48029,4356101.0,56748,32.843639232,6.4483200252,5.0763701094,5.123235958
National,,National,J7320,"Hyaluronan or derivitive, genvisc 850, for intra-articular injection, 1 mg",Y,F,7,219,19205.0,570,174.91929185,6.5963046082,5.1978958605,5.2264384275
National,,National,J7320,"Hyaluronan or derivitive, genvisc 850, for intra-articular injection, 1 mg",Y,O,1509,25147,4577217.2,145153,27.577871341,7.062253904,5.5860533164,5.5915482665
National,,National,J7321,"Hyaluronan or derivative, hyalgan, supartz or visco-3, for intra-articular injection, per dose",Y,F,20,53,269.0,186,790.13643123,70.879479554,54.406765799,55.562490706
National,,National,J7321,"Hyaluronan or derivative, hyalgan, supartz or visco-3, for intra-articular injection, per dose",Y,O,7297,55128,317743.5,248747,251.20248465,73.446462792,57.564245626,57.74460941
National,,National,J7322,"Hyaluronan or derivative, hymovis, for intra-articular injection, 1 mg",Y,O,1879,17900,1284803.8,40809,63.785179441,16.624934126,13.173556998,13.187022493
National,,National,J7323,"Hyaluronan or derivative, euflexxa, for intra-articular injection, per dose",Y,F,25,82,214.0,163,726.43831776,123.44252336,91.510981308,93.650514019
National,,National,J7323,"Hyaluronan or derivative, euflexxa, for intra-articular injection, per dose",Y,O,10025,75312,346581.2,251468,391.00888484,125.41932612,97.89764768,98.779526472
National,,National,J7324,"Hyaluronan or derivative, orthovisc, for intra-articular injection, per dose",Y,F,22,81,308.0,216,1060.5203896,124.78714286,97.033409091,97.319837662
National,,National,J7324,"Hyaluronan or derivative, orthovisc, for intra-articular injection, per dose",Y,O,7212,53353,257590.0,188161,488.69065775,125.39392302,98.2261917,98.842810823
National,,National,J7325,"Hyaluronan or derivative, synvisc or synvisc-one, for intra-articular injection, 1 mg",Y,F,41,79,2698.0,90,44.464495923,7.6990289103,5.8979762787,6.3626019274
National,,National,J7325,"Hyaluronan or derivative, synvisc or synvisc-one, for intra-articular injection, 1 mg",Y,O,11202,68943,5107199.4,107589,32.100874368,9.2541395466,7.2688601663,7.3086620252
National,,National,J7326,"Hyaluronan or derivative, gel-one, for intra-articular injection, per dose",Y,F,20,31,40.0,31,1949.525,452.2555,355.03875,414.0055
National,,National,J7326,"Hyaluronan or derivative, gel-one, for intra-articular injection, per dose",Y,O,5963,66960,106935.0,80559,1624.4406953,508.4828537,401.64146566,402.62857717
National,,National,J7327,"Hyaluronan or derivative, monovisc, for intra-articular injection, per dose",Y,O,6044,54673,88209.0,66657,1955.2368841,698.39838157,552.26939088,555.16619245
National,,National,J7328,"Hyaluronan or derivative, gelsyn-3, for intra-articular injection, 0.1 mg",Y,F,23,59,24720.0,115,15.950006472,0.6814029126,0.5423919903,0.5539251618
National,,National,J7328,"Hyaluronan or derivative, gelsyn-3, for intra-articular injection, 0.1 mg",Y,O,3275,18153,13038259.6,59108,4.9547436876,0.6919422766,0.539979622,0.5449189399
National,,National,J7329,"Hyaluronan or derivative, trivisc, for intra-articular injection, 1 mg",Y,F,15,17,926.0,28,24.656047516,9.1414902808,7.0469438445,7.0469438445
National,,National,J7329,"Hyaluronan or derivative, trivisc, for intra-articular injection, 1 mg",Y,O,2950,38626,4171204.0,126813,36.262890113,8.9291805388,7.0406682771,7.0479799549
National,,National,J7331,"Hyaluronan or derivative, synojoynt, for intra-articular injection, 1 mg",Y,O,855,11244,879000.0,35039,59.387047543,17.665557611,13.979657486,13.991781706
National,,National,J7332,"Hyaluronan or derivative, triluron, for intra-articular injection, 1 mg",Y,O,553,8501,746150.0,28782,49.04010837,9.8688523621,7.8088818334,7.8173297594
National,,National,J7336,"Capsaicin 8% patch, per square centimeter",Y,O,1121,3675,6203846.6,6158,7.5031690516,3.1847325674,2.5359221809,2.5602767564
National,,National,J7342,"Instillation, ciprofloxacin otic suspension, 6 mg",Y,O,11,17,54.0,18,49.982222222,26.536481481,20.479074074,20.479074074
National,,National,J7345,"Aminolevulinic acid hcl for topical administration, 10% gel, 10 mg",Y,O,2256,28009,8401325.0,42548,3.2157369451,1.6189832461,1.2761772232,1.282557468
National,,National,J7351,"Injection, bimatoprost, intracameral implant, 1 microgram",Y,F,237,1811,29382.0,2944,312.35211456,201.69414335,160.68418488,161.17466646
National,,National,J7351,"Injection, bimatoprost, intracameral implant, 1 microgram",Y,O,912,4772,77636.0,7648,343.16973183,201.50767543,160.3181609,160.94468919
National,,National,J7402,"Mometasone furoate sinus implant, (sinuva), 10 micrograms",Y,F,14,15,1974.0,15,33.548125633,9.4457598784,7.5258915907,7.6835258359
National,,National,J7402,"Mometasone furoate sinus implant, (sinuva), 10 micrograms",Y,O,65,80,21282.0,95,34.356554835,11.084787614,8.8148557466,8.8217644018
National,,National,J7605,"Arformoterol, inhalation solution, fda approved final product, non-compounded, administered through dme, unit dose form, 15 micrograms",Y,O,3,20,23.0,23,23.406956522,3.082173913,2.4543478261,2.4543478261
National,,National,J7606,"Formoterol fumarate, inhalation solution, fda approved final product, non-compounded, administered through dme, unit dose form, 20 micrograms",Y,O,5,54,100.0,63,26.8988,5.6322,4.3091,4.3091
National,,National,J7608,"Acetylcysteine, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per gram",Y,O,8,38,107.0,63,18.429906542,4.6731775701,3.7238317757,3.7242990654
National,,National,J7611,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 1 mg",Y,O,1700,7271,16160.0,7906,7.6622951733,0.142865099,0.1054133663,0.105779703
National,,National,J7612,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 0.5 mg",Y,O,175,519,1003.1,552,4.033924833,0.2333565946,0.1745289602,0.1763034593
National,,National,J7613,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 1 mg",Y,O,17803,64168,151665.9,69984,6.7957118904,0.0353325303,0.0248740818,0.0250985884
National,,National,J7614,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 0.5 mg",Y,O,1738,5135,12565.0,5541,7.7694803024,0.0440724234,0.0325244727,0.0328237167
National,,National,J7620,"Albuterol, up to 2.5 mg and ipratropium bromide, up to 0.5 mg, fda-approved final product, non-compounded, administered through dme",Y,O,22282,71282,90803.0,77436,9.1131331564,0.1348625045,0.0949682279,0.0958034426
National,,National,J7626,"Budesonide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, up to 0.5 mg",Y,O,400,1366,1709.0,1565,21.393346987,0.9449502633,0.6996021065,0.7037975424
National,,National,J7644,"Ipratropium bromide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",Y,O,4446,13409,16759.5,15063,8.8409534891,0.2566120708,0.1844512068,0.1857883588
National,,National,J7674,"Methacholine chloride administered as inhalation solution through a nebulizer, per 1 mg",Y,O,314,1898,67408.5,1902,9.1455307565,0.7812626004,0.6090019805,0.6209644184
National,,National,J7677,"Revefenacin inhalation solution, fda-approved final product, non-compounded, administered through dme, 1 microgram",Y,O,6,20,196.0,22,4.4336734694,0.1847959184,0.1425,0.1425
